,afile,alang,akorp,astatus,sentlength,ppron,possdet,indef,cconj,whconj,relativ,pied,correl,copula,attrib,pasttense,lexdens,lexTTR,mquantif,mpred,finites,infs,pverbals,deverbals,bypassives,longpassives,sconj,addit,advers,caus,tempseq,epist,but,comp,sup,neg,numcls,simple,demdets,nnargs,mhd,mdd,acl,aux,aux:pass,ccomp,nsubj:pass,parataxis,xcomp,L1
0,ep-00-01-17,en,preprocessed,europarl,29.87441860465116,0.0395453837770512,0.0084072863148061,0.0017125953604234,0.827906976744186,0.1302325581395348,0.2883720930232558,0.027906976744186,0.0,0.6046511627906976,1.7209302325581397,1.1441860465116278,0.4013700762883387,0.969172932330827,0.0,0.4511627906976744,0.7655068078668684,0.199697428139183,0.1195158850226928,0.2738275340393343,0.0325581395348837,0.3906976744186046,0.9302325581395348,0.2465116279069767,0.1627906976744186,0.1348837209302325,0.1581395348837209,0.1255813953488372,0.0697674418604651,0.0612745098039215,0.0183823529411764,0.3395348837209302,1.9255813953488368,0.213953488372093,0.0137007628833878,0.5411255411255411,3.712601182599877,1.6544772261326646,0.1029106681432262,0.2885142118863049,0.0967552602436323,0.069001476559616,0.0768512366186784,0.0478866740494647,0.1552897748246585,de
1,ep-00-01-18,en,preprocessed,europarl,28.672926447574334,0.0367317978386639,0.0075319288287304,0.0021831677764436,0.7809076682316118,0.1142410015649452,0.3943661971830985,0.0344287949921752,0.0,0.6338028169014085,1.6306729264475743,0.9233176838810642,0.3926973037877961,0.9626705913834628,0.0,0.4726134585289515,0.823271130625686,0.1575192096597146,0.1042810098792535,0.278814489571899,0.0250391236306729,0.3020344287949921,0.6682316118935837,0.2034428794992175,0.1611893583724569,0.054773082942097,0.1330203442879499,0.1533646322378716,0.0782472613458529,0.0385964912280701,0.0149122807017543,0.2488262910798122,1.838810641627543,0.2331768388106416,0.0131535858530728,0.5629335976214074,3.658929888696671,1.561047250202883,0.131230028882611,0.3321307756753766,0.0763993613758872,0.056733272813085,0.0621477461853048,0.0308971110614303,0.1398826742723456,de
2,ep-00-01-19,en,preprocessed,europarl,24.846153846153847,0.0551083591331269,0.0080495356037151,0.002063983488132,0.7948717948717948,0.0769230769230769,0.3794871794871794,0.0512820512820512,0.0,0.4717948717948718,1.4512820512820512,0.7384615384615385,0.3857585139318885,0.962409886714727,0.0,0.5282051282051282,0.8471953578336557,0.1798839458413926,0.06963249516441,0.218568665377176,0.0205128205128205,0.2307692307692307,0.6410256410256411,0.1487179487179487,0.1333333333333333,0.123076923076923,0.123076923076923,0.1435897435897435,0.082051282051282,0.0441640378548895,0.0094637223974763,0.2717948717948718,1.479591836734694,0.2704081632653061,0.0107327141382868,0.5,3.5223739338863487,1.493396833253383,0.0748906705539358,0.3741888638572312,0.061194488617958,0.0730403525046382,0.0512455090261212,0.0295859469328857,0.1572827399358011,de
3,ep-00-02-02,en,preprocessed,europarl,29.88259958071279,0.0411112670127683,0.0097516486600252,0.001824049389645,0.8930817610062893,0.0880503144654088,0.3857442348008386,0.0314465408805031,0.0,0.6834381551362684,1.7358490566037736,1.0041928721174005,0.3732987231654272,0.9629026420557364,0.0,0.570230607966457,0.785230352303523,0.1747967479674796,0.1104336043360433,0.1876693766937669,0.0167714884696016,0.2955974842767295,0.8637316561844863,0.2033542976939203,0.1467505241090146,0.0922431865828092,0.0754716981132075,0.1844863731656184,0.0649895178197065,0.0349770642201834,0.0143348623853211,0.2662473794549266,2.0733752620545074,0.180293501048218,0.0135400589308264,0.525079365079365,3.7615894313542784,1.5901191990738737,0.1276787794083391,0.3215427712283057,0.0738489265218824,0.0672215566869654,0.0610540112112439,0.039927123889388,0.1913264117666633,de
4,ep-00-02-03,en,preprocessed,europarl,24.27814569536424,0.0392798690671031,0.0073649754500818,0.0013638843426077,0.6622516556291391,0.0728476821192053,0.2185430463576159,0.0331125827814569,0.0,0.5099337748344371,1.490066225165563,0.7880794701986755,0.3862520458265139,0.963265306122449,0.0,0.4768211920529801,0.8742857142857143,0.1228571428571428,0.12,0.24,0.0331125827814569,0.2317880794701986,0.6821192052980133,0.1456953642384106,0.1258278145695364,0.0993377483443708,0.0463576158940397,0.1324503311258278,0.0463576158940397,0.0391705069124423,0.0184331797235023,0.3509933774834437,1.218543046357616,0.3509933774834437,0.0120021822149481,0.5399515738498789,3.490748514041018,1.5456979803699311,0.082008830022075,0.3667455061494796,0.0641911069063387,0.0833491012298959,0.060327972248502,0.0246136865342163,0.1200883002207505,de
5,ep-00-02-14,en,preprocessed,europarl,26.814814814814813,0.0321132596685082,0.006042817679558,0.0020718232044198,0.8611111111111112,0.0509259259259259,0.3611111111111111,0.037037037037037,0.0,0.6574074074074074,1.5324074074074074,1.0740740740740742,0.4040055248618784,0.967741935483871,0.0,0.5416666666666666,0.801038062283737,0.1678200692041522,0.1055363321799307,0.2802768166089965,0.0185185185185185,0.4814814814814814,0.7962962962962963,0.2037037037037037,0.1296296296296296,0.1898148148148148,0.1666666666666666,0.125,0.0555555555555555,0.0382585751978891,0.0131926121372031,0.1759259259259259,1.6898148148148149,0.2222222222222222,0.011049723756906,0.5794066317626527,3.64039639647082,1.632722764242637,0.1171156004489337,0.3348384640051307,0.117051467051467,0.0737108185024851,0.0953583453583453,0.0181106701940035,0.1327035233285233,de
6,ep-00-02-15,en,preprocessed,europarl,25.79527559055118,0.048076923076923,0.0110653235653235,0.0012973137973137,0.889763779527559,0.0787401574803149,0.3326771653543307,0.0314960629921259,0.0,0.5098425196850394,1.4724409448818898,0.7519685039370079,0.3893467643467643,0.9561469265367316,0.0,0.4173228346456692,0.8175074183976261,0.1624629080118694,0.0823442136498516,0.1973293768545994,0.0098425196850393,0.2303149606299212,0.6594488188976378,0.1751968503937007,0.1515748031496063,0.1338582677165354,0.1003937007874015,0.1181102362204724,0.0728346456692913,0.0374923171481253,0.0172095881991395,0.2736220472440945,1.4901574803149606,0.281496062992126,0.011523199023199,0.5146496815286624,3.511264443888381,1.5495237091886178,0.0969074888366226,0.3336406812784765,0.0599848314415243,0.066115954255718,0.0527341752735453,0.0389505999250093,0.1351308359182374,de
7,ep-00-02-16,en,preprocessed,europarl,29.24187725631769,0.0435802469135802,0.0081481481481481,0.0020987654320987,0.7545126353790613,0.0541516245487364,0.335740072202166,0.0288808664259927,0.0,0.6209386281588448,1.4873646209386282,0.9566787003610108,0.3646913580246914,0.97459584295612,0.0,0.5270758122743683,0.8166465621230398,0.1905910735826296,0.0892641737032569,0.2110977080820265,0.0216606498194945,0.3140794223826715,0.9566787003610108,0.223826714801444,0.1841155234657039,0.0974729241877256,0.1768953068592057,0.2202166064981949,0.0794223826714801,0.0504032258064516,0.0211693548387096,0.3068592057761732,1.88086642599278,0.2454873646209386,0.0150617283950617,0.5318230852211435,3.645528254405142,1.620641276024853,0.0928571428571428,0.3577731935132657,0.0745458712967738,0.0737765744083433,0.0591499054495444,0.0313090940347258,0.1697939946134892,de
8,ep-00-02-17,en,preprocessed,europarl,29.503311258278146,0.0415263748597081,0.0083052749719416,0.0023569023569023,0.9271523178807948,0.0827814569536423,0.4403973509933774,0.0264900662251655,0.0,0.6721854304635762,1.7980132450331126,1.0827814569536425,0.4031425364758698,0.972914409534128,0.0,0.5066225165562914,0.8291347207009858,0.1566265060240964,0.0974808324205914,0.2300109529025191,0.0231788079470198,0.304635761589404,0.7615894039735099,0.2019867549668874,0.1788079470198675,0.0927152317880794,0.119205298013245,0.1490066225165563,0.0562913907284768,0.0336879432624113,0.0195035460992907,0.2682119205298013,1.8410596026490067,0.2417218543046357,0.0122334455667789,0.5327380952380952,3.5997101623971792,1.593757339775972,0.1006568302925918,0.3597332579120659,0.0760925516720218,0.0893192256602852,0.059121241157665,0.0335921896352359,0.1556568891005977,de
9,ep-00-02-18,en,preprocessed,europarl,26.5,0.0520918785890073,0.0057424118129614,0.0012305168170631,0.8913043478260869,0.1304347826086956,0.391304347826087,0.0217391304347826,0.0,0.5760869565217391,1.5434782608695652,0.6086956521739131,0.4183757178014766,0.9523809523809524,0.0,0.5760869565217391,0.8401486988847584,0.1672862453531598,0.0557620817843866,0.1635687732342007,0.0326086956521739,0.1630434782608695,0.7282608695652174,0.2282608695652173,0.0978260869565217,0.1195652173913043,0.1847826086956521,0.25,0.1739130434782608,0.0544412607449856,0.0257879656160458,0.2391304347826087,1.6195652173913044,0.217391304347826,0.0143560295324036,0.5016077170418006,3.6396029344509175,1.636509767155625,0.0792874396135265,0.4064527260179434,0.0441942719116632,0.1523982056590752,0.0382936507936507,0.0333333333333333,0.1808229813664596,de
